x y
896.6057868425045 702.6321454833846
700.1373635742484 895.5697249011548
904.5901817559571 703.361005094935
991.1126441132116 95.20133234394042
1503.1921559623988 398.6768152548312
722.586451270645 891.1692555746145
391.75979625958814 492.82812793400257
1098.611545405975 1400.1356878872916
1300.158348435156 1287.9970138845076
393.963268324513 510.8778023995206
308.359921301443 1215.1433233424434
1299.7004952021887 1314.0279586889546
89.66160262671659 1496.7906590237521
101.01170262384984 1493.7785046512042
795.4572357686402 300.62833414496583
893.3689916024689 704.1085060954692
804.8016410752646 300.1709580868959
893.2408367840947 694.3838933203255
1285.7925789776966 1309.1142006519678
95.07207878455085 1508.0682597505822
902.0175752624327 698.6542131576624
322.3235151485957 1200.3397737537477
299.7450951016339 1210.9166181551643
92.50981739192403 1501.0482986410425
701.2913864990178 887.2267991773906
1207.8929259219542 587.5999132545218
1106.40379788426 1396.3177947127801
1286.350143796905 1312.3163203254421
803.1722671672931 309.3517383068616
901.8230716351958 693.3598994768939
394.82077727543583 495.4772409979118
982.742393912842 106.93599024085188
110.1501900367507 1498.4218908655173
1001.0091502001316 83.96436720849911
1298.7420950371895 1301.8956266216521
1485.6334445698842 411.05461740625776
690.6720218103667 903.2347064634192
313.55916042713204 1196.4758454156745
998.1554613270442 106.17344976906365
690.659092731702 882.4702805326824
1192.7281031884356 591.3983496691044
904.9083318827812 695.9884003238169
1495.440637074854 392.45078303486866
1006.017848481934 82.19959079645366
403.96812565338445 513.787338941194
997.9246925367783 93.95720652555333
1099.5328159374992 1388.5961286561833
1007.4009200873382 91.40396029427221
781.7658937140067 313.8995418536153
1291.9023752071425 1286.7313781736152
97.86187599227407 1505.668483236893
102.1318414575448 1516.6243418459892
1106.7106620382815 1397.0850782914456
416.0516304428754 499.6414265300834
288.5178943639232 1216.0840476259898
802.6801736577141 280.05627479288614
1095.7480785362168 1405.5849055286799
108.06918119372108 1513.8319728668034
909.3444761709259 689.0948936341192
1289.912632422927 1304.8715927329035
390.8216480610573 509.45535908186775
994.2358374271489 99.9830156494388
1116.9493827957817 1384.1140475643006
1506.1312132636594 396.6459324744812
1078.9825089356307 1387.0382758397468
1517.8176503741033 409.68129660804465
1294.2372518356499 1302.8619376225809
704.990739995934 896.2590555543654
1007.6660010846058 95.42941974431866
697.6084102000907 907.6560563652995
382.2816722930234 507.32910848824594
1005.5299690894262 90.51807585739657
1202.3474250420586 604.2801561998672
797.240491717338 297.1120465357809
782.917081129207 277.9094458248796
905.6477656974337 700.7560753137728
100.00292688045901 1510.1435644591888
294.6344001991003 1214.723196342498
1213.5214752490094 608.4224035161196
394.57052489778243 490.71145956320487
403.97227432492355 500.1229775608585
1509.112674580537 407.2485038155502
802.2561216022087 308.82784015068603
1205.3680139326336 609.5419901384266
302.8846295608198 1179.7176697011128
1300.4882165981958 1314.71360334038
1098.385996430375 1388.3343968644883
300.8351044902435 1196.8309848699553
904.9880764854844 684.6707216327782
800.7685923362098 296.66248294216433
104.77146452068641 1501.624578212734
808.3634021087948 294.6906134757635
1205.543755422743 603.689537030008
1510.7409502828025 403.1242251821917
309.6551414212877 1205.0285501359983
1202.5508548665534 609.441464209761
1494.2488234405528 398.31810154248086
1116.4989567178898 1389.3034928269838
1313.120567834296 1294.759009631349
1208.0869172176788 603.1630901601424
1510.1268159981435 395.19525517740976
690.5507317477962 899.743882875519
398.1213806250185 511.87298136936334
688.4287087270359 892.6956216841635
295.2578070485105 1222.7876134934843
1202.4233326724466 588.2828999168285
696.0675885206083 891.9828419775087
1103.2029136674741 1392.9060294383733
1498.3329188976459 408.9048160031024
1198.5007101255242 605.8472210970948
